title,rating,body,cleaned_text,cleaned_text
Review Title 822,2/5,This is review 822. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 823,3/5,This is review 823. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 824,4/5,This is review 824. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 825,0/5,This is review 825. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 826,1/5,This is review 826. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 827,2/5,This is review 827. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 828,3/5,This is review 828. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 829,4/5,This is review 829. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 830,0/5,This is review 830. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 831,1/5,This is review 831. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 832,2/5,This is review 832. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 833,3/5,This is review 833. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 834,4/5,This is review 834. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 835,0/5,This is review 835. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 836,1/5,This is review 836. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 837,2/5,This is review 837. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 838,3/5,This is review 838. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 839,4/5,This is review 839. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 840,0/5,This is review 840. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 841,1/5,This is review 841. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 842,2/5,This is review 842. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 843,3/5,This is review 843. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 844,4/5,This is review 844. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 845,0/5,This is review 845. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 846,1/5,This is review 846. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 847,2/5,This is review 847. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 848,3/5,This is review 848. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 849,4/5,This is review 849. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 850,0/5,This is review 850. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 851,1/5,This is review 851. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 852,2/5,This is review 852. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 853,3/5,This is review 853. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 854,4/5,This is review 854. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 855,0/5,This is review 855. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 856,1/5,This is review 856. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 857,2/5,This is review 857. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 858,3/5,This is review 858. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 859,4/5,This is review 859. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 860,0/5,This is review 860. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 861,1/5,This is review 861. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 862,2/5,This is review 862. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 863,3/5,This is review 863. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 864,4/5,This is review 864. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 865,0/5,This is review 865. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 866,1/5,This is review 866. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 867,2/5,This is review 867. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 868,3/5,This is review 868. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 869,4/5,This is review 869. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 870,0/5,This is review 870. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 871,1/5,This is review 871. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 872,2/5,This is review 872. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 873,3/5,This is review 873. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 874,4/5,This is review 874. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 875,0/5,This is review 875. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 876,1/5,This is review 876. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 877,2/5,This is review 877. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 878,3/5,This is review 878. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 879,4/5,This is review 879. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 880,0/5,This is review 880. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 881,1/5,This is review 881. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 882,2/5,This is review 882. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 883,3/5,This is review 883. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 884,4/5,This is review 884. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 885,0/5,This is review 885. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 886,1/5,This is review 886. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 887,2/5,This is review 887. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 888,3/5,This is review 888. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 889,4/5,This is review 889. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 890,0/5,This is review 890. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 891,1/5,This is review 891. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 892,2/5,This is review 892. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 893,3/5,This is review 893. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 894,4/5,This is review 894. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 895,0/5,This is review 895. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 896,1/5,This is review 896. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 897,2/5,This is review 897. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 898,3/5,This is review 898. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 899,4/5,This is review 899. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 900,0/5,This is review 900. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 901,1/5,This is review 901. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 902,2/5,This is review 902. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 903,3/5,This is review 903. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 904,4/5,This is review 904. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 905,0/5,This is review 905. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 906,1/5,This is review 906. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 907,2/5,This is review 907. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 908,3/5,This is review 908. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 909,4/5,This is review 909. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 910,0/5,This is review 910. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 911,1/5,This is review 911. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 912,2/5,This is review 912. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 913,3/5,This is review 913. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 914,4/5,This is review 914. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 915,0/5,This is review 915. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 916,1/5,This is review 916. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 917,2/5,This is review 917. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 918,3/5,This is review 918. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 919,4/5,This is review 919. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 920,0/5,This is review 920. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 921,1/5,This is review 921. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 922,2/5,This is review 922. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 923,3/5,This is review 923. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 924,4/5,This is review 924. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 925,0/5,This is review 925. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 926,1/5,This is review 926. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 927,2/5,This is review 927. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 928,3/5,This is review 928. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 929,4/5,This is review 929. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 930,0/5,This is review 930. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 931,1/5,This is review 931. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 932,2/5,This is review 932. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 933,3/5,This is review 933. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 934,4/5,This is review 934. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 935,0/5,This is review 935. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 936,1/5,This is review 936. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 937,2/5,This is review 937. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 938,3/5,This is review 938. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 939,4/5,This is review 939. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 940,0/5,This is review 940. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 941,1/5,This is review 941. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 942,2/5,This is review 942. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 943,3/5,This is review 943. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 944,4/5,This is review 944. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 945,0/5,This is review 945. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 946,1/5,This is review 946. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 947,2/5,This is review 947. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 948,3/5,This is review 948. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 949,4/5,This is review 949. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 950,0/5,This is review 950. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 951,1/5,This is review 951. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 952,2/5,This is review 952. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 953,3/5,This is review 953. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 954,4/5,This is review 954. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 955,0/5,This is review 955. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 956,1/5,This is review 956. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 957,2/5,This is review 957. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 958,3/5,This is review 958. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 959,4/5,This is review 959. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 960,0/5,This is review 960. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 961,1/5,This is review 961. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 962,2/5,This is review 962. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 963,3/5,This is review 963. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 964,4/5,This is review 964. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 965,0/5,This is review 965. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 966,1/5,This is review 966. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 967,2/5,This is review 967. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 968,3/5,This is review 968. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 969,4/5,This is review 969. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 970,0/5,This is review 970. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 971,1/5,This is review 971. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 972,2/5,This is review 972. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 973,3/5,This is review 973. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 974,4/5,This is review 974. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 975,0/5,This is review 975. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 976,1/5,This is review 976. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 977,2/5,This is review 977. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 978,3/5,This is review 978. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 979,4/5,This is review 979. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 980,0/5,This is review 980. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 981,1/5,This is review 981. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 982,2/5,This is review 982. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 983,3/5,This is review 983. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 984,4/5,This is review 984. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 985,0/5,This is review 985. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 986,1/5,This is review 986. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 987,2/5,This is review 987. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 988,3/5,This is review 988. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 989,4/5,This is review 989. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 990,0/5,This is review 990. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 991,1/5,This is review 991. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 992,2/5,This is review 992. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 993,3/5,This is review 993. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 994,4/5,This is review 994. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 995,0/5,This is review 995. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 996,1/5,This is review 996. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 997,2/5,This is review 997. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 998,3/5,This is review 998. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 999,4/5,This is review 999. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
Review Title 1000,0/5,This is review 1000. It is a sample review for testing purposes.,review sample review testing purpose,review sample review testing purpose
